startDate,likesCount,retweetCount,sentimentScore,tweetID,percentPrice_0,percentPrice_1,percentPrice_2,percentPrice_3,percentPrice_4,Total_Engagement,Absolute_percentPrice_1,Absolute_percentPrice_2,Absolute_percentPrice_3
2011-12-30,405.0,32.0,-0.4019,1,-1.6806722689075646,-2.976190476190475,-5.042016806722678,-5.77731092436975,,437.0,2.976190476190475,5.042016806722678,5.77731092436975
2012-01-09,315.0,67.0,0.6616,1,1.3577981651376116,3.5963302752293527,3.6697247706422047,-16.366972477064227,,382.0,3.5963302752293527,3.6697247706422047,16.366972477064227
2012-01-11,15.0,51.0,0.0,1,0.07084661707404263,-19.270279844137445,-5.773999291533823,-5.030109812256462,,66.0,19.270279844137445,5.773999291533823,5.030109812256462
2012-01-13,89.5,28.5,0.005149999999999995,2,16.71785870996052,17.639315489249675,17.419921017990358,16.71785870996052,,118.0,17.639315489249675,17.419921017990358,16.71785870996052
2012-02-09,151.0,93.0,-0.2287,2,-4.542664211172503,-3.3456108041743398,1.8109269490485012,3.130755064456718,4.910988336402705,244.0,3.3456108041743398,1.8109269490485012,3.130755064456718
2012-03-05,304.0,84.0,0.0,1,-1.9543973941368031,-1.9247853124074608,-2.0728457210541853,2.872371927746533,6.633106307373415,388.0,1.9247853124074608,2.0728457210541853,2.872371927746533
2012-04-04,93.0,57.0,0.6239,1,-1.485714285714287,-5.285714285714287,-7.257142857142858,-5.457142857142853,,150.0,5.285714285714287,7.257142857142858,5.457142857142853
2012-05-09,536.0,25.0,0.7184,1,9.647371922821026,7.285429141716578,0.0,-2.095808383233524,-2.927478376580161,561.0,7.285429141716578,0.0,2.095808383233524
2012-05-18,536.0,25.0,0.1007,1,4.390420899854862,11.756168359941956,12.554426705370107,9.869375907111767,8.164005805515243,561.0,11.756168359941956,12.554426705370107,9.869375907111767
2012-06-29,3783.0,114.0,0.7214,1,-2.8443592201981454,-2.013422818791952,-0.19175455417065462,-0.9587727708533016,,3897.0,2.013422818791952,0.19175455417065462,0.9587727708533016
2012-07-25,3783.0,114.0,0.4019,1,-2.8324697754749515,1.9343696027633868,-5.526770293609676,-5.28497409326425,-9.326424870466322,3897.0,1.9343696027633868,5.526770293609676,5.28497409326425
2012-07-30,1446.0,106.0,0.7845,1,0.2559414990859275,-4.021937842778788,-4.570383912248629,-0.29250457038391253,3.363802559414994,1552.0,4.021937842778788,4.570383912248629,0.29250457038391253
2012-08-21,15783.5,1087.5,0.8043,2,2.8856063208519434,5.56509790450017,1.3397457918241202,-2.7138440398488552,-1.4428031604259641,16871.0,5.56509790450017,1.3397457918241202,2.7138440398488552
2012-09-05,30121.0,2069.0,0.0,1,2.1832498210450946,5.046528274874732,-2.0400858983536128,-0.5010737294201946,1.2168933428775879,32190.0,5.046528274874732,2.0400858983536128,0.5010737294201946
2012-09-12,3609.0,200.0,0.2263,1,4.243281471004248,7.461103253182472,15.06364922206507,10.820367751060822,9.7949080622348,3809.0,7.461103253182472,15.06364922206507,10.820367751060822
2012-09-14,3609.0,200.0,0.5697,1,7.074695623560377,3.1260282987824857,2.1717670286278326,1.6781836130305927,-1.2175057584731939,3809.0,3.1260282987824857,2.1717670286278326,1.6781836130305927
